file_path,image_shape,intensity_min,intensity_max,rescale_type,voi_lut_function,window_center,window_width
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12195/91797551.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12195/100147863.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12258/740439778.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12258/1429876928.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12282/1127855363.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12282/2025746473.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12305/1995339680.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12305/2026358482.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12392/982883275.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12392/1420153030.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12463/1225478313.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12463/1717036504.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12485/1446339465.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12485/1563019139.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12522/212923136.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12522/220808925.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12651/382701440.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12651/1852393673.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12725/156027166.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12725/1289574047.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12725/1297379916.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12725/1435663649.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12918/610792199.dcm,"(5355, 4915)",1035,3364,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12918/835777184.dcm,"(5355, 4915)",1296,3300,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12988/551129512.dcm,"(5355, 4915)",0,3620,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/12988/1191890529.dcm,"(5355, 4915)",663,3524,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13101/345896545.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13101/739781139.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13116/234842188.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13116/238763713.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13116/739383742.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13267/1222788247.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13267/1789731455.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13267/2024785721.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13331/1187678911.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13331/1360800566.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13331/1949261883.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/1336/338330540.dcm,"(5355, 4915)",950,3396,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/1336/1475901500.dcm,"(5355, 4915)",1297,3460,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13463/740921229.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13463/834999110.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13756/1210098281.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13756/1928377168.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13845/198053228.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13845/922229804.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13845/1772525431.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13920/384023835.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/13920/1998384452.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/14292/287915367.dcm,"(2776, 2082)",0,3807,US,,1627,1500
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/14292/483720215.dcm,"(2776, 2082)",0,2624,US,,1648,1500
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/14292/1404257623.dcm,"(2776, 2082)",0,2624,US,,1621,1500
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/14292/2058816582.dcm,"(2776, 2082)",0,3121,US,,1601,1500
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/14327/657242412.dcm,"(5355, 4915)",1460,3364,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/14327/917935711.dcm,"(5355, 4915)",907,3908,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/14706/180902452.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/14706/1060299310.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/14769/1515963059.dcm,"(5355, 4915)",1158,3396,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/14769/1698536720.dcm,"(5355, 4915)",1461,3812,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/14941/303808170.dcm,"(5355, 4915)",995,3652,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/14941/1634151852.dcm,"(5355, 4915)",1078,4004,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/14962/1274788012.dcm,"(5355, 4915)",1327,3172,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/14962/1306633485.dcm,"(5355, 4915)",1190,3172,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/15078/728564060.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/15078/1167308429.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/15078/1719011144.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/1524/1559332263.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/1524/1621626040.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/1524/1856057994.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/15268/1398189039.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/15268/1658071377.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/15696/891457301.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/15696/1147761893.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/15696/2088632300.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/15945/890480233.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/15945/1149915293.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16145/146978545.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16145/230036674.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16145/1226471466.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16249/1084474740.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16249/1313318609.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16346/822395080.dcm,"(5355, 4915)",1202,3588,US,SIGMOID,"[1923.910000, 1802.310000, 2020.704000, 1583.916000]","[1123.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16346/1171817874.dcm,"(5355, 4915)",1308,3556,US,SIGMOID,"[1891.910000, 1802.310000, 2020.704000, 1583.916000]","[1101.570000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16451/349554513.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16451/1072632701.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16451/1600425758.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16518/442815464.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16518/914043890.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16518/1464760605.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16518/1531151973.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16639/1312979917.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16639/1663628589.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16668/1015929339.dcm,"(5355, 4915)",1315,3492,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16668/1494928875.dcm,"(5355, 4915)",1165,3876,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16694/138126676.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16694/511030638.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16694/2118457620.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16703/87510051.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16703/612451325.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16703/1930741343.dcm,"(3328, 2560)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16955/846765464.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/16955/1179164048.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/1703/40744983.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/1703/404195349.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/17222/568569032.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/17222/637984831.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/17535/952275239.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/17535/967529354.dcm,"(4096, 3328)",0,4095,US,,2047,4096
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/17562/104106029.dcm,"(5355, 4915)",882,3108,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/17562/1833201492.dcm,"(5355, 4915)",1245,3268,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/1759/1211304263.dcm,"(5355, 4915)",1375,3364,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/1759/1811195939.dcm,"(5355, 4915)",1236,3076,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/1759/276588619.dcm,"(5355, 4915)",1358,3076,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/1759/1005049159.dcm,"(5355, 4915)",1309,3076,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/1775/393941516.dcm,"(5355, 4915)",1340,3300,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/1775/1269931914.dcm,"(5355, 4915)",1439,3524,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
/workspace/sunggu/0.Challenge/Med_tutorial_ChatGPT/dataset/train_images/17891/1605416080.dcm,"(5355, 4915)",1341,3236,US,SIGMOID,"[1802.310000, 1802.310000, 2020.704000, 1583.916000]","[1091.970000, 1091.970000, 1091.970000, 1091.970000]"
